"Permutation","Count"
"BSLightingShaderProperty|GlowShader|SPF1=2151678473|SPF2=33554545","8"
"BSEffectShaderProperty|Default|SPF1=3221225488|SPF2=49","8"
"BSLightingShaderProperty|Default|SPF1=2353005312|SPF2=33","8"
"BSLightingShaderProperty|Default|SPF1=2353004563|SPF2=Anisotropic_Lighting","8"
"BSEffectShaderProperty|Default|SPF1=2684354640|SPF2=1073741872","8"
"BSLightingShaderProperty|Default|SPF1=2353004544|SPF2=33","8"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353004681|SPF2=41","8"
"BSEffectShaderProperty|Default|SPF1=2147483736|SPF2=48","8"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353004675|SPF2=169","8"
"BSLightingShaderProperty|Default|SPF1=2151678473|SPF2=67108897","8"
"BSLightingShaderProperty|Default|SPF1=2353005059|SPF2=129","8"
"BSLightingShaderProperty|Default|SPF1=2151678489|SPF2=161","8"
"BSLightingShaderProperty|Default|SPF1=2353005313|SPF2=ZBuffer_Write","8"
"BSLightingShaderProperty|Default|SPF1=2353005064|SPF2=41","8"
"BSLightingShaderProperty|Default|SPF1=2151678472|SPF2=570425393","8"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353004673|SPF2=33","8"
"BSEffectShaderProperty|Default|SPF1=2684354608|SPF2=1073741840","8"
"BSLightingShaderProperty|Default|SPF1=2151678472|SPF2=33554481","8"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678593|SPF2=0","7"
"BSLightingShaderProperty|Default|SPF1=2151678483|SPF2=145","7"
"BSEffectShaderProperty|Default|SPF1=2147483728|SPF2=0","7"
"BSEffectShaderProperty|Default|SPF1=3758096400|SPF2=1073741872","7"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678609|SPF2=67109025","7"
"BSEffectShaderProperty|Default|SPF1=0|SPF2=0","7"
"BSLightingShaderProperty|Default|SPF1=2151677961|SPF2=129","7"
"BSEffectShaderProperty|Default|SPF1=2684354568|SPF2=1073741872","7"
"BSEffectShaderProperty|Default|SPF1=3221225584|SPF2=48","7"
"BSLightingShaderProperty|Default|SPF1=2151678472|SPF2=536870961","7"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353005185|SPF2=161","7"
"BSLightingShaderProperty|Default|SPF1=2151678473|SPF2=570425393","7"
"BSEffectShaderProperty|Default|SPF1=2147483664|SPF2=176","7"
"BSEffectShaderProperty|Default|SPF1=2147483704|SPF2=Vertex_Colors","7"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353005193|SPF2=169","7"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151744129|SPF2=ZBuffer_Write","7"
"BSLightingShaderProperty|Default|SPF1=2353004544|SPF2=57","7"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678601|SPF2=ZBuffer_Write","7"
"BSLightingShaderProperty|Default|SPF1=2353004801|SPF2=41","7"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678601|SPF2=161","7"
"BSEffectShaderProperty|Default|SPF1=2684354754|SPF2=1073741968","7"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2688549521|SPF2=33","7"
"BSLightingShaderProperty|Default|SPF1=2353004545|SPF2=134217761","7"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678593|SPF2=67109025","7"
"BSEffectShaderProperty|Default|SPF1=3221225472|SPF2=Double_Sided","7"
"BSLightingShaderProperty|Default|SPF1=2152202753|SPF2=33","7"
"BSEffectShaderProperty|Default|SPF1=2147483712|SPF2=Double_Sided","7"
"BSLightingShaderProperty|Default|SPF1=2151776777|SPF2=33","7"
"BSLightingShaderProperty|Default|SPF1=2353004563|SPF2=0","6"
"BSLightingShaderProperty|Default|SPF1=2353004561|SPF2=2097184","6"
"BSLightingShaderProperty|GlowShader|SPF1=2151678467|SPF2=113","6"
"BSLightingShaderProperty|Default|SPF1=2151677953|SPF2=17","6"
"BSEffectShaderProperty|Default|SPF1=3221225544|SPF2=Vertex_Colors","6"
"BSLightingShaderProperty|Default|SPF1=2353005321|SPF2=41","6"
"BSLightingShaderProperty|GlowShader|SPF1=2151677953|SPF2=193","6"
"BSEffectShaderProperty|Default|SPF1=2147483848|SPF2=33","6"
"BSEffectShaderProperty|Default|SPF1=3758096480|SPF2=1073741872","6"
"BSEffectShaderProperty|Default|SPF1=2684354752|SPF2=1073741856","6"
"BSEffectShaderProperty|Default|SPF1=3758096440|SPF2=1073741872","6"
"BSEffectShaderProperty|Default|SPF1=3758096386|SPF2=1073741952","6"
"BSLightingShaderProperty|GlowShader|SPF1=2151677953|SPF2=65","6"
"BSLightingShaderProperty|Default|SPF1=2353005059|SPF2=No_Fade","6"
"BSEffectShaderProperty|Default|SPF1=2684354690|SPF2=1073741984","6"
"BSEffectShaderProperty|Default|SPF1=3758096384|SPF2=1073741872","6"
"BSLightingShaderProperty|Default|SPF1=2353004801|SPF2=9","6"
"BSEffectShaderProperty|Default|SPF1=3758096496|SPF2=1073741856","6"
"BSEffectShaderProperty|Default|SPF1=3221225584|SPF2=0","6"
"BSLightingShaderProperty|GlowShader|SPF1=2151678208|SPF2=65","6"
"BSEffectShaderProperty|Default|SPF1=3221225520|SPF2=40","6"
"BSEffectShaderProperty|Default|SPF1=3221225560|SPF2=Vertex_Colors","6"
"BSEffectShaderProperty|Default|SPF1=ZBuffer_Test|SPF2=160","6"
"BSLightingShaderProperty|Default|SPF1=2151711235|SPF2=161","6"
"BSEffectShaderProperty|Default|SPF1=3221225536|SPF2=Double_Sided","6"
"BSLightingShaderProperty|Default|SPF1=2353005065|SPF2=67108897","6"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678081|SPF2=129","6"
"BSLightingShaderProperty|Default|SPF1=2353004553|SPF2=161","6"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678611|SPF2=177","5"
"BSEffectShaderProperty|Default|SPF1=ZBuffer_Test|SPF2=129","5"
"BSLightingShaderProperty|GlowShader|SPF1=2151677953|SPF2=97","5"
"BSEffectShaderProperty|Default|SPF1=2684354736|SPF2=Effect_Lighting","5"
"BSLightingShaderProperty|Default|SPF1=2353004545|SPF2=57","5"
"BSEffectShaderProperty|Default|SPF1=2684354688|SPF2=1073741825","5"
"BSEffectShaderProperty|Default|SPF1=2684354696|SPF2=1073741856","5"
"BSEffectShaderProperty|Default|SPF1=2684354562|SPF2=Effect_Lighting","5"
"BSLightingShaderProperty|Default|SPF1=2353005057|SPF2=67108873","5"
"BSLightingShaderProperty|Default|SPF1=2152202761|SPF2=536870961","5"
"BSLightingShaderProperty|Default|SPF1=2151678217|SPF2=536870961","5"
"BSEffectShaderProperty|Default|SPF1=3758096480|SPF2=1073741856","5"
"BSEffectShaderProperty|Default|SPF1=2684354752|SPF2=1073741952","5"
"BSEffectShaderProperty|Default|SPF1=3758096514|SPF2=1073741856","5"
"BSLightingShaderProperty|EnvironmentMap|SPF1=205521027|SPF2=33","5"
"BSLightingShaderProperty|GlowShader|SPF1=2151677952|SPF2=65","5"
"BSLightingShaderProperty|Default|SPF1=2353004547|SPF2=160","5"
"BSEffectShaderProperty|Default|SPF1=2147483744|SPF2=48","5"
"BSEffectShaderProperty|Default|SPF1=2147483768|SPF2=48","5"
"BSEffectShaderProperty|Default|SPF1=3221225824|SPF2=Vertex_Colors","5"
"BSLightingShaderProperty|GlowShader|SPF1=2688549376|SPF2=65","5"
"BSEffectShaderProperty|Default|SPF1=3221225536|SPF2=0","5"
"BSLightingShaderProperty|HairTint|SPF1=2151678489|SPF2=33","5"
"BSEffectShaderProperty|Default|SPF1=2147483720|SPF2=33","5"
"BSLightingShaderProperty|Default|SPF1=2151678473|SPF2=67108913","5"
"BSEffectShaderProperty|Default|SPF1=3221225488|SPF2=56","5"
"BSEffectShaderProperty|Default|SPF1=ZBuffer_Test|SPF2=161","5"
"BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=35651617","5"
"BSLightingShaderProperty|Default|SPF1=2353005313|SPF2=41","5"
"BSEffectShaderProperty|Default|SPF1=2147483680|SPF2=48","4"
"BSLightingShaderProperty|GlowShader|SPF1=2151678467|SPF2=225","4"
"BSLightingShaderProperty|Default|SPF1=2151678467|SPF2=2097281","4"
"BSEffectShaderProperty|Default|SPF1=2147483664|SPF2=49","4"
"BSEffectShaderProperty|Default|SPF1=2684354578|SPF2=1073741953","4"
"BSEffectShaderProperty|Default|SPF1=3758162240|SPF2=1073741856","4"
"BSEffectShaderProperty|Default|SPF1=2684354688|SPF2=1073741857","4"
"BSEffectShaderProperty|Default|SPF1=2147483840|SPF2=Transform_Changed","4"
"BSEffectShaderProperty|Default|SPF1=2147483664|SPF2=0","4"
"BSLightingShaderProperty|Default|SPF1=2353102849|SPF2=40","4"
"BSEffectShaderProperty|Default|SPF1=2684354560|SPF2=1073741841","4"
"BSEffectShaderProperty|Default|SPF1=2147483744|SPF2=Vertex_Colors","4"
"BSLightingShaderProperty|GlowShader|SPF1=2151678473|SPF2=97","4"
"BSLightingShaderProperty|Default|SPF1=2353005057|SPF2=0","4"
"BSEffectShaderProperty|Default|SPF1=2147483712|SPF2=33","4"
"BSEffectShaderProperty|Default|SPF1=3221225480|SPF2=Vertex_Colors","4"
"BSLightingShaderProperty|GlowShader|SPF1=2151678467|SPF2=65","4"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678593|SPF2=Double_Sided","4"
"BSLightingShaderProperty|SkinTint|SPF1=2153775617|SPF2=ZBuffer_Write","4"
"BSLightingShaderProperty|Default|SPF1=2353005059|SPF2=33","4"
"BSEffectShaderProperty|Default|SPF1=2684354656|SPF2=1073741856","4"
"BSLightingShaderProperty|Default|SPF1=2151678481|SPF2=2097200","4"
"BSLightingShaderProperty|GlowShader|SPF1=2151678465|SPF2=209","4"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353005193|SPF2=145","4"
"BSEffectShaderProperty|Default|SPF1=2684354752|SPF2=1073741841","4"
"BSEffectShaderProperty|Default|SPF1=2684354634|SPF2=1073741856","4"
"BSLightingShaderProperty|Default|SPF1=2151677969|SPF2=49","4"
"BSLightingShaderProperty|GlowShader|SPF1=2151678464|SPF2=113","4"
"BSLightingShaderProperty|Default|SPF1=2151678464|SPF2=161","4"
"BSLightingShaderProperty|Default|SPF1=2353005058|SPF2=137","4"
"BSLightingShaderProperty|Default|SPF1=2152202752|SPF2=17","4"
"BSLightingShaderProperty|Default|SPF1=2151711233|SPF2=161","4"
"BSEffectShaderProperty|Default|SPF1=3221225506|SPF2=0","4"
"BSEffectShaderProperty|Default|SPF1=2147483712|SPF2=160","4"
"BSEffectShaderProperty|Default|SPF1=3758096488|SPF2=1073741872","4"
"BSLightingShaderProperty|SkinTint|SPF1=2153775617|SPF2=161","4"
"BSEffectShaderProperty|Default|SPF1=2684354578|SPF2=1073741985","4"
"BSEffectShaderProperty|Default|SPF1=2684354736|SPF2=1073741840","4"
"BSLightingShaderProperty|Default|SPF1=2353005064|SPF2=33","4"
"BSEffectShaderProperty|Default|SPF1=ZBuffer_Test|SPF2=Transform_Changed","4"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353005187|SPF2=129","4"
"BSEffectShaderProperty|Default|SPF1=2684354736|SPF2=1073742000","4"
"BSEffectShaderProperty|Default|SPF1=3221225592|SPF2=48","4"
"BSEffectShaderProperty|Default|SPF1=3221225504|SPF2=33","4"
"BSEffectShaderProperty|Default|SPF1=3221225480|SPF2=48","4"
"BSLightingShaderProperty|Default|SPF1=2151678481|SPF2=17","4"
"BSLightingShaderProperty|Default|SPF1=2151776256|SPF2=Vertex_Colors","4"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678857|SPF2=33","4"
"BSLightingShaderProperty|Default|SPF1=2151678483|SPF2=ZBuffer_Write","4"
"BSEffectShaderProperty|Default|SPF1=2348810248|SPF2=33","4"
"BSLightingShaderProperty|GlowShader|SPF1=2889875977|SPF2=97","4"
"BSEffectShaderProperty|Default|SPF1=2885681152|SPF2=1073741857","4"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353005187|SPF2=ZBuffer_Write","4"
"BSLightingShaderProperty|Default|SPF1=2353004561|SPF2=Vertex_Colors","4"
"BSEffectShaderProperty|Default|SPF1=3221225496|SPF2=48","4"
"BSLightingShaderProperty|GlowShader|SPF1=2151678464|SPF2=65","4"
"BSLightingShaderProperty|Default|SPF1=2151678466|SPF2=ZBuffer_Write","4"
"BSEffectShaderProperty|Default|SPF1=3221225792|SPF2=0","4"
"BSEffectShaderProperty|Default|SPF1=2147483792|SPF2=Vertex_Colors","4"
"BSEffectShaderProperty|Default|SPF1=ZBuffer_Test|SPF2=41","4"
"BSLightingShaderProperty|FaceTint|SPF1=2151679489|SPF2=33","4"
"BSLightingShaderProperty|Default|SPF1=2353004547|SPF2=ZBuffer_Write","4"
"BSEffectShaderProperty|Default|SPF1=2684354562|SPF2=1073741856","4"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2688549521|SPF2=ZBuffer_Write","4"
"BSLightingShaderProperty|Default|SPF1=2151744001|SPF2=17","4"
"BSEffectShaderProperty|Default|SPF1=3758096464|SPF2=1073742000","3"
"BSEffectShaderProperty|Default|SPF1=3758096448|SPF2=1073741840","3"
"BSEffectShaderProperty|Default|SPF1=3422552128|SPF2=48","3"
"BSLightingShaderProperty|Default|SPF1=2353004545|SPF2=17","3"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678089|SPF2=ZBuffer_Write","3"
"BSEffectShaderProperty|Default|SPF1=2147483712|SPF2=0","3"
"BSEffectShaderProperty|Default|SPF1=2684354576|SPF2=1073741864","3"
"BSEffectShaderProperty|Default|SPF1=2147483714|SPF2=Vertex_Colors","3"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678851|SPF2=33","3"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151744129|SPF2=145","3"
"BSEffectShaderProperty|Default|SPF1=2147549376|SPF2=0","3"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2688549523|SPF2=161","3"
"BSEffectShaderProperty|Default|SPF1=2684354690|SPF2=Effect_Lighting","3"
"BSEffectShaderProperty|Default|SPF1=3221225560|SPF2=48","3"
"BSEffectShaderProperty|Default|SPF1=2147483696|SPF2=Double_Sided","3"
"BSLightingShaderProperty|Default|SPF1=2151678473|SPF2=33554609","3"
"BSEffectShaderProperty|Default|SPF1=3221225840|SPF2=Double_Sided","3"
"BSLightingShaderProperty|Default|SPF1=2151677969|SPF2=33","3"
"BSEffectShaderProperty|Default|SPF1=3221225504|SPF2=Double_Sided","3"
"BSLightingShaderProperty|Default|SPF1=2151678209|SPF2=ZBuffer_Write","3"
"BSLightingShaderProperty|SkinTint|SPF1=2153775617|SPF2=17","3"
"BSLightingShaderProperty|Default|SPF1=2151677955|SPF2=177","3"
"BSLightingShaderProperty|GlowShader|SPF1=2688549385|SPF2=65","3"
"BSLightingShaderProperty|Default|SPF1=2151776265|SPF2=33","3"
"BSEffectShaderProperty|Default|SPF1=2684354688|SPF2=1073742000","3"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678601|SPF2=67108897","3"
"BSLightingShaderProperty|Default|SPF1=2151682563|SPF2=ZBuffer_Write","3"
"BSEffectShaderProperty|Default|SPF1=3221225522|SPF2=48","3"
"BSEffectShaderProperty|Default|SPF1=3758096384|SPF2=Effect_Lighting","3"
"BSEffectShaderProperty|Default|SPF1=2684354706|SPF2=1073741952","3"
"BSEffectShaderProperty|Default|SPF1=2684354752|SPF2=1073741825","3"
"BSLightingShaderProperty|Default|SPF1=2151677955|SPF2=145","3"
"BSLightingShaderProperty|Default|SPF1=2151710720|SPF2=33","3"
"BSLightingShaderProperty|Default|SPF1=2353004544|SPF2=ZBuffer_Write","3"
"BSEffectShaderProperty|Default|SPF1=2147483650|SPF2=Vertex_Colors","3"
"BSLightingShaderProperty|Default|SPF1=2151710721|SPF2=48","3"
"BSEffectShaderProperty|Default|SPF1=2147483664|SPF2=Double_Sided","3"
"BSEffectShaderProperty|Default|SPF1=2684354744|SPF2=1073741856","3"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678593|SPF2=25","3"
"BSLightingShaderProperty|Default|SPF1=2151710720|SPF2=Vertex_Colors","3"
"BSEffectShaderProperty|Default|SPF1=2684354752|SPF2=1073741984","3"
"BSEffectShaderProperty|Default|SPF1=3221225824|SPF2=0","3"
"BSEffectShaderProperty|Default|SPF1=2684354754|SPF2=1073741952","3"
"BSEffectShaderProperty|Default|SPF1=2684354576|SPF2=1073741992","3"
"BSEffectShaderProperty|Default|SPF1=2684354706|SPF2=1073741984","3"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353005187|SPF2=0","3"
"BSEffectShaderProperty|Default|SPF1=ZBuffer_Test|SPF2=176","3"
"BSLightingShaderProperty|Default|SPF1=2151677955|SPF2=129","3"
"BSLightingShaderProperty|Default|SPF1=2151677968|SPF2=33","3"
"BSLightingShaderProperty|Default|SPF1=2353005313|SPF2=9","3"
"BSLightingShaderProperty|Default|SPF1=2151710720|SPF2=57","3"
"BSEffectShaderProperty|Default|SPF1=3758096416|SPF2=1073741840","3"
"BSEffectShaderProperty|Default|SPF1=2147483680|SPF2=Vertex_Colors","3"
"BSLightingShaderProperty|Default|SPF1=2151776256|SPF2=48","3"
"BSEffectShaderProperty|Default|SPF1=2684354578|SPF2=1073741952","3"
"BSEffectShaderProperty|Default|SPF1=2684354760|SPF2=1073741856","3"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2688549523|SPF2=33","3"
"BSEffectShaderProperty|Default|SPF1=2147484000|SPF2=48","3"
"BSEffectShaderProperty|Default|SPF1=2147483704|SPF2=48","3"
"BSLightingShaderProperty|Default|SPF1=2151678475|SPF2=33","3"
"BSEffectShaderProperty|Default|SPF1=2684354680|SPF2=1073741872","3"
"BSEffectShaderProperty|Default|SPF1=2147483776|SPF2=Double_Sided","3"
"BSLightingShaderProperty|Default|SPF1=2151678472|SPF2=ZBuffer_Write","3"
"BSEffectShaderProperty|Default|SPF1=2147483664|SPF2=161","3"
"BSLightingShaderProperty|Default|SPF1=2152202753|SPF2=145","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151744129|SPF2=17","2"
"BSLightingShaderProperty|Default|SPF1=2151710721|SPF2=49","2"
"BSLightingShaderProperty|Default|SPF1=2688549377|SPF2=129","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678848|SPF2=ZBuffer_Write","2"
"BSLightingShaderProperty|Default|SPF1=2151710720|SPF2=41","2"
"BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=Transform_Changed","2"
"BSEffectShaderProperty|Default|SPF1=3221225848|SPF2=48","2"
"BSLightingShaderProperty|HairTint|SPF1=2353267203|SPF2=2097201","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678851|SPF2=ZBuffer_Write","2"
"BSLightingShaderProperty|Default|SPF1=2353005058|SPF2=ZBuffer_Write","2"
"BSLightingShaderProperty|Default|SPF1=2152202761|SPF2=570425393","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=205521035|SPF2=33","2"
"BSLightingShaderProperty|Default|SPF1=2151678208|SPF2=33","2"
"BSEffectShaderProperty|Default|SPF1=3221225472|SPF2=33","2"
"BSLightingShaderProperty|GlowShader|SPF1=2151744001|SPF2=65","2"
"BSEffectShaderProperty|Default|SPF1=2348810242|SPF2=Vertex_Colors","2"
"BSEffectShaderProperty|Default|SPF1=2147484000|SPF2=Vertex_Colors","2"
"BSEffectShaderProperty|Default|SPF1=ZBuffer_Test|SPF2=40","2"
"BSEffectShaderProperty|Default|SPF1=3758096496|SPF2=1073741857","2"
"BSEffectShaderProperty|Default|SPF1=2147483808|SPF2=33","2"
"BSLightingShaderProperty|Default|SPF1=2151677955|SPF2=161","2"
"BSEffectShaderProperty|Default|SPF1=2684354626|SPF2=1073741952","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353004674|SPF2=49","2"
"BSLightingShaderProperty|Default|SPF1=2151678483|SPF2=2097200","2"
"BSEffectShaderProperty|Default|SPF1=2684354568|SPF2=1073741856","2"
"BSEffectShaderProperty|Default|SPF1=3221225520|SPF2=0","2"
"BSLightingShaderProperty|Default|SPF1=2151677953|SPF2=536870961","2"
"BSLightingShaderProperty|GlowShader|SPF1=2151744001|SPF2=193","2"
"BSLightingShaderProperty|Default|SPF1=2353005313|SPF2=67108905","2"
"BSEffectShaderProperty|Default|SPF1=3758096498|SPF2=1073741857","2"
"BSEffectShaderProperty|Default|SPF1=2684354626|SPF2=1073741840","2"
"BSEffectShaderProperty|Default|SPF1=2684354690|SPF2=1073741968","2"
"BSEffectShaderProperty|Default|SPF1=2147483712|SPF2=Transform_Changed","2"
"BSEffectShaderProperty|Default|SPF1=2147483672|SPF2=Double_Sided","2"
"BSEffectShaderProperty|Default|SPF1=2684354570|SPF2=1073741856","2"
"BSLightingShaderProperty|Default|SPF1=2353005056|SPF2=57","2"
"BSEffectShaderProperty|Default|SPF1=3758096474|SPF2=1073741872","2"
"BSLightingShaderProperty|Default|SPF1=2353004544|SPF2=17","2"
"BSLightingShaderProperty|Default|SPF1=2152202753|SPF2=33554465","2"
"BSEffectShaderProperty|Default|SPF1=1610612848|SPF2=1073741873","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353005185|SPF2=33","2"
"BSLightingShaderProperty|Default|SPF1=4194320|SPF2=33","2"
"BSLightingShaderProperty|HairTint|SPF1=2151678489|SPF2=48","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678592|SPF2=33","2"
"BSEffectShaderProperty|Default|SPF1=2684354562|SPF2=1073741984","2"
"BSEffectShaderProperty|Default|SPF1=2147483658|SPF2=Vertex_Colors","2"
"BSLightingShaderProperty|FaceTint|SPF1=2151683841|SPF2=100663329","2"
"BSLightingShaderProperty|Default|SPF1=2151711496|SPF2=48","2"
"BSLightingShaderProperty|Default|SPF1=2353005056|SPF2=169","2"
"BSEffectShaderProperty|Default|SPF1=2147483658|SPF2=160","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151744129|SPF2=129","2"
"BSEffectShaderProperty|Default|SPF1=2348810240|SPF2=40","2"
"BSLightingShaderProperty|Default|SPF1=2151678722|SPF2=ZBuffer_Write","2"
"BSEffectShaderProperty|Default|SPF1=2348810256|SPF2=40","2"
"BSLightingShaderProperty|Default|SPF1=2353004545|SPF2=137","2"
"BSEffectShaderProperty|Default|SPF1=3221225576|SPF2=48","2"
"BSEffectShaderProperty|Default|SPF1=2147483984|SPF2=0","2"
"BSEffectShaderProperty|Default|SPF1=2684354642|SPF2=1073742000","2"
"BSEffectShaderProperty|Default|SPF1=2684354570|SPF2=1073741857","2"
"BSLightingShaderProperty|Default|SPF1=2353004547|SPF2=Vertex_Colors","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678593|SPF2=2097281","2"
"BSEffectShaderProperty|Default|SPF1=2147483650|SPF2=33","2"
"BSLightingShaderProperty|GlowShader|SPF1=2151678464|SPF2=97","2"
"BSEffectShaderProperty|Default|SPF1=3758096432|SPF2=1073741857","2"
"BSEffectShaderProperty|Default|SPF1=2684354722|SPF2=1073741872","2"
"BSEffectShaderProperty|Default|SPF1=3758096434|SPF2=1073741856","2"
"BSLightingShaderProperty|Default|SPF1=2353004544|SPF2=0","2"
"BSEffectShaderProperty|Default|SPF1=3758096458|SPF2=1073741872","2"
"BSLightingShaderProperty|Default|SPF1=2151677971|SPF2=17","2"
"BSLightingShaderProperty|Default|SPF1=2353004808|SPF2=41","2"
"BSLightingShaderProperty|HairTint|SPF1=2353004569|SPF2=2097184","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353005187|SPF2=17","2"
"BSEffectShaderProperty|Default|SPF1=2147483842|SPF2=Vertex_Colors","2"
"BSLightingShaderProperty|Default|SPF1=2151678721|SPF2=67108865","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151678595|SPF2=2097281","2"
"BSLightingShaderProperty|Default|SPF1=2151677954|SPF2=161","2"
"BSLightingShaderProperty|GlowShader|SPF1=2151678467|SPF2=209","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2353005441|SPF2=41","2"
"BSLightingShaderProperty|Default|SPF1=2151711233|SPF2=Vertex_Colors","2"
"BSEffectShaderProperty|Default|SPF1=3221225824|SPF2=48","2"
"BSLightingShaderProperty|Default|SPF1=2353004553|SPF2=129","2"
"BSLightingShaderProperty|HairTint|SPF1=2353267211|SPF2=2097201","2"
"BSEffectShaderProperty|Default|SPF1=2684354768|SPF2=1073741952","2"
"BSEffectShaderProperty|Default|SPF1=2684354690|SPF2=1073741840","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151809667|SPF2=33","2"
"BSLightingShaderProperty|Default|SPF1=2151776768|SPF2=33","2"
"BSEffectShaderProperty|Default|SPF1=3758096400|SPF2=1073741857","2"
"BSLightingShaderProperty|Default|SPF1=2151678483|SPF2=161","2"
"BSLightingShaderProperty|Default|SPF1=2151677952|SPF2=129","2"
"BSEffectShaderProperty|Default|SPF1=2684354688|SPF2=1073741984","2"
"BSLightingShaderProperty|Default|SPF1=2151678473|SPF2=41","2"
"BSEffectShaderProperty|Default|SPF1=2348810368|SPF2=33","2"
"BSEffectShaderProperty|Default|SPF1=2684354608|SPF2=Effect_Lighting","2"
"BSLightingShaderProperty|GlowShader|SPF1=2151678475|SPF2=33554545","2"
"BSEffectShaderProperty|Default|SPF1=2684354632|SPF2=1073741856","2"
"BSLightingShaderProperty|Default|SPF1=2353005321|SPF2=33","2"
"BSLightingShaderProperty|Default|SPF1=2151711233|SPF2=48","2"
"BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=69206049","2"
"BSLightingShaderProperty|EnvironmentMap|SPF1=2151744129|SPF2=33","2"
"BSLightingShaderProperty|Default|SPF1=2151711241|SPF2=48","2"
"BSLightingShaderProperty|GlowShader|SPF1=2151678720|SPF2=97","2"
"BSEffectShaderProperty|Default|SPF1=2147483738|SPF2=48","2"
"BSLightingShaderProperty|GlowShader|SPF1=2688548865|SPF2=193","2"
"BSEffectShaderProperty|Default|SPF1=2684354752|SPF2=1073741953","2"
"BSLightingShaderProperty|Default|SPF1=2151678209|SPF2=33","2"
"BSLightingShaderProperty|HairTint|SPF1=2353266691|SPF2=2097185","2"
"BSLightingShaderProperty|HairTint|SPF1=2353004561|SPF2=2097184","2"
"BSLightingShaderProperty|Default|SPF1=2151711233|SPF2=ZBuffer_Write","2"
"BSEffectShaderProperty|Default|SPF1=2348810240|SPF2=24","2"
"BSLightingShaderProperty|Default|SPF1=2151678475|SPF2=536870961","2"
"BSEffectShaderProperty|Default|SPF1=3758096736|SPF2=1073741856","2"
"BSLightingShaderProperty|Default|SPF1=2151678481|SPF2=49","2"
"BSEffectShaderProperty|Default|SPF1=2684354784|SPF2=1073741856","2"
"BSEffectShaderProperty|Default|SPF1=3221225472|SPF2=56","2"
"BSEffectShaderProperty|Default|SPF1=3758096640|SPF2=1073741856","2"
"BSLightingShaderProperty|Default|SPF1=2151678464|SPF2=25","2"
"BSEffectShaderProperty|Default|SPF1=2147483656|SPF2=161","2"
"BSLightingShaderProperty|Default|SPF1=2151678728|SPF2=ZBuffer_Write","2"
"BSLightingShaderProperty|Default|SPF1=2151776256|SPF2=49","2"
"BSLightingShaderProperty|Default|SPF1=2353005057|SPF2=25","2"
"BSEffectShaderProperty|Default|SPF1=2684354616|SPF2=1073741872","2"
"BSLightingShaderProperty|Default|SPF1=2151677954|SPF2=17","2"
"BSEffectShaderProperty|Default|SPF1=2684354752|SPF2=1073741969","2"
"BSEffectShaderProperty|Default|SPF1=2147483824|SPF2=48","2"
"BSEffectShaderProperty|Default|SPF1=0|SPF2=ZBuffer_Write","2"
